character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,special_rule,survived_24h,survival_time_hours,escape_probability
78,38,F,179.3,94.3,61.38,53.97,59.78,67.77,81.41,55.59,35.54,13.18,33.25,46.2,6.89,21.65,24.44,30.36,4.94,71.6,4.83,19.18,1,45.0,0,1,1,3,1,2.96,1,5.7,0,0,5.5,16.92,62.88,43.66,54.75,42.95,16.92,43.66,45.66,3.3,66.23,none,0,149.68,61.69
79,30,M,182.1,95.0,77.24,61.57,61.66,67.31,68.16,84.63,62.41,37.83,51.01,18.19,3.42,42.4,56.64,56.9,32.74,62.11,4.53,35.71,0,0.0,0,0,0,0,0,0.0,0,0.0,0,2,5.5,39.72,68.77,12.83,2.23,87.05,66.2,12.83,41.83,2.3,71.27,none,0,140.6,53.11
80,35,F,168.6,87.5,26.6,39.77,19.48,33.36,57.19,73.45,25.51,11.61,59.39,81.73,4.26,24.78,20.81,27.16,57.06,51.34,30.69,19.23,1,35.77,0,1,0,0,1,3.22,0,0.0,0,0,4.67,92.45,68.93,31.88,60.4,35.35,92.45,31.88,41.06,1.65,70.13,none,1,194.8,86.15
81,27,M,180.2,92.9,49.17,37.71,46.05,54.34,49.14,49.53,26.74,11.79,14.55,63.8,8.52,26.84,17.24,21.49,3.03,46.19,0.24,9.8,0,0.0,1,0,1,3,1,2.98,1,5.74,0,8,5.5,17.13,52.7,29.4,55.15,100.0,17.13,29.4,53.33,3.54,61.81,none,1,111.55,43.54
82,34,M,184.1,91.2,73.19,36.35,61.78,65.2,53.06,64.53,37.95,61.88,91.89,87.14,1.3,16.18,25.44,28.37,20.09,50.85,30.99,60.24,0,0.0,0,0,1,2,0,0.0,1,3.97,0,5,2.91,22.36,71.51,15.59,36.52,20.69,22.36,15.59,38.7,0.29,71.48,none,1,213.9,87.13
83,22,M,179.4,85.2,62.99,4.31,56.72,57.63,5.62,40.32,20.08,37.89,65.76,44.62,1.55,29.3,33.1,36.55,22.94,8.65,3.44,36.58,0,0.0,1,0,0,0,0,0.0,1,3.76,0,2,4.22,23.52,17.77,1.52,34.29,62.99,39.2,1.52,103.1,1.41,72.08,none,1,156.47,59.24
84,38,M,182.5,96.8,61.18,38.39,55.56,66.64,50.13,83.25,59.43,48.94,72.55,64.09,4.66,27.29,28.14,36.01,31.56,46.64,16.05,47.18,1,32.08,0,1,1,3,1,3.12,1,6.04,0,0,5.5,42.57,61.23,36.1,58.27,45.9,42.57,36.1,50.22,0.73,70.49,none,1,167.07,77.47
85,27,M,166.9,76.5,42.28,6.15,26.13,38.18,6.22,17.29,7.53,28.73,69.4,30.88,3.37,50.7,27.66,33.47,36.22,5.86,0.79,26.35,0,0.0,0,1,1,3,1,2.81,1,5.37,1,2,5.5,30.97,56.41,15.99,51.23,100.0,51.62,15.99,50.31,0.46,62.86,none,0,137.72,35.42
86,44,F,173.9,85.8,34.06,19.41,39.87,32.78,57.46,43.49,23.61,16.24,44.69,47.44,10.23,4.1,1.13,2.61,25.21,53.99,5.18,18.14,1,54.52,0,0,1,4,1,4.4,1,8.73,0,2,5.5,32.13,51.55,30.78,86.66,60.51,53.55,30.78,57.04,4.67,64.95,none,0,131.31,63.98
87,37,F,167.5,85.1,47.47,41.27,28.29,40.96,60.26,66.0,23.84,20.02,51.03,51.95,7.11,52.56,35.02,40.07,26.37,58.1,1.98,23.99,1,29.89,0,1,0,0,1,2.39,0,0.0,0,6,5.5,11.12,65.47,40.5,41.89,94.15,44.48,40.5,41.63,2.07,64.16,darkness,0,153.34,58.7
88,50,F,181.5,105.0,67.03,14.94,71.29,72.51,91.03,12.07,2.55,46.21,63.19,57.12,13.36,8.37,9.14,12.04,6.29,76.51,8.49,47.84,1,56.44,0,1,1,3,1,3.26,0,0.0,0,5,5.5,9.29,67.66,41.21,61.31,44.29,9.29,41.21,37.69,10.33,61.14,none,1,162.61,70.15
89,36,F,176.1,88.9,58.74,56.93,47.36,52.34,78.33,71.53,41.97,11.0,14.25,62.6,18.6,23.81,6.0,12.91,6.53,63.67,0.49,9.48,1,68.31,1,1,0,0,1,4.33,1,8.59,1,8,5.5,36.18,87.49,87.49,85.19,99.09,36.18,87.49,16.02,12.75,53.34,none,0,101.48,31.11
90,36,F,167.2,71.2,14.13,49.41,20.07,21.09,46.54,84.13,19.62,18.97,82.5,24.06,1.94,29.41,14.63,18.02,59.65,49.18,6.8,16.21,1,30.56,0,1,0,0,1,2.91,0,0.0,1,3,5.5,71.52,28.15,10.57,53.65,83.52,71.52,10.57,89.91,0.24,71.41,none,1,165.02,62.58
91,33,M,179.4,85.6,44.65,37.89,38.27,58.26,43.79,66.81,38.9,19.73,45.37,48.93,6.66,31.48,32.13,41.62,34.99,45.18,18.52,23.33,0,0.0,0,1,0,0,1,3.18,1,6.16,1,0,5.5,78.7,49.64,36.9,59.61,34.48,78.7,36.9,63.19,0.29,69.83,none,1,172.57,72.73
92,38,M,186.6,93.2,73.55,12.17,67.33,75.93,59.95,25.43,18.34,39.69,54.88,32.48,24.7,9.58,11.06,14.11,24.35,45.47,7.37,39.8,1,38.21,1,1,1,3,1,3.11,1,6.0,1,6,5.5,11.35,35.51,35.51,57.9,48.5,45.42,35.51,72.78,8.26,63.57,darkness,1,106.74,62.09
93,19,M,177.6,70.8,54.95,5.95,49.33,49.65,44.12,30.79,15.67,6.34,15.84,49.12,31.74,25.54,31.51,36.53,10.28,27.93,3.44,7.68,0,0.0,1,1,1,2,0,0.0,0,0.0,0,6,4.97,18.11,50.1,27.76,44.33,32.83,72.45,27.76,60.81,21.82,67.61,darkness,1,90.17,49.57
94,38,F,170.5,92.2,46.13,30.3,34.93,37.57,73.32,48.21,17.0,25.56,54.17,53.79,6.88,27.94,16.59,23.35,31.56,64.65,6.58,23.52,1,49.23,1,0,1,3,0,0.0,1,6.87,1,4,5.5,57.14,37.83,20.05,67.06,62.08,57.14,20.05,74.44,3.37,67.52,none,1,137.31,66.57
95,30,F,177.5,80.3,50.07,34.18,29.72,51.78,55.05,73.67,36.61,39.28,55.47,65.26,10.54,46.14,30.66,37.2,39.19,45.91,1.74,33.65,0,0.0,1,1,1,3,1,2.82,1,5.4,1,6,5.5,15.7,22.62,16.04,51.58,100.0,62.81,16.04,92.72,9.24,68.52,darkness,1,145.12,55.87
96,33,M,170.4,91.1,55.19,19.66,41.95,50.11,34.14,56.0,32.94,48.56,79.88,72.48,1.25,11.17,13.63,14.58,13.05,39.64,11.09,44.4,0,0.0,0,0,0,0,0,0.0,0,0.0,1,4,4.05,15.12,37.3,8.07,25.83,46.12,15.12,8.07,79.08,0.61,71.4,none,1,166.38,75.41
97,34,F,184.7,93.9,69.19,29.53,64.76,68.28,78.86,28.97,20.32,14.88,8.59,39.68,33.09,15.53,0.0,18.21,3.42,49.79,2.39,9.92,1,75.69,1,1,1,4,1,5.0,1,10.0,0,4,4.99,24.2,24.26,11.67,100.0,40.62,24.2,11.67,92.85,7.06,70.1,none,0,89.5,49.88
98,28,F,168.9,80.6,36.75,21.84,32.24,36.09,25.47,92.42,33.11,17.68,54.48,34.55,7.62,36.2,29.47,33.36,4.68,19.06,2.97,15.04,0,0.0,1,0,0,0,1,2.29,1,4.28,0,3,5.5,10.01,33.69,13.38,39.78,61.76,10.01,13.38,84.32,6.79,72.27,none,0,131.44,55.31
99,44,F,174.1,93.4,46.84,58.21,38.12,49.27,96.18,63.25,32.41,19.68,34.0,6.85,10.25,28.63,17.74,22.11,15.33,84.71,2.07,15.68,1,54.52,0,0,1,3,0,0.0,0,0.0,1,0,5.5,46.24,3.91,0.87,55.23,89.41,46.24,0.87,120.01,4.02,72.32,none,1,119.15,50.74
100,18,F,175.7,79.4,46.18,23.96,30.2,49.13,18.25,80.52,38.68,19.91,41.13,3.53,1.89,37.8,26.09,35.68,20.74,21.3,4.5,19.43,0,0.0,1,0,0,0,1,3.41,1,6.65,1,0,4.94,48.77,37.94,12.15,64.74,55.6,48.77,12.15,78.33,1.52,71.4,none,0,129.98,48.93
101,45,F,170.6,87.7,42.48,35.57,31.99,35.48,82.08,58.49,23.4,11.15,15.76,29.36,39.11,32.29,16.37,28.11,10.62,49.87,5.38,9.24,1,65.85,1,1,1,3,1,4.02,1,7.93,1,0,5.5,45.92,43.81,29.67,78.21,46.92,45.92,29.67,68.13,11.46,67.91,none,0,91.18,43.31
102,33,M,181.9,80.1,55.2,30.42,46.84,57.36,53.66,30.91,28.63,47.24,76.91,49.29,4.09,43.34,29.54,42.66,38.97,47.6,4.97,43.31,0,0.0,0,0,1,3,1,3.6,1,7.05,1,5,5.5,54.52,53.66,34.58,68.96,67.45,54.52,34.58,52.35,0.96,61.81,none,1,174.63,57.93
103,35,M,184.6,100.9,85.61,38.0,70.04,75.39,51.11,81.59,66.38,44.14,54.05,20.13,11.53,15.79,12.41,17.5,30.87,43.13,1.63,43.39,1,36.13,1,0,1,3,0,0.0,1,6.88,1,2,5.5,33.32,66.54,36.2,67.21,100.0,55.53,36.2,42.56,5.97,67.84,none,1,119.72,50.5
104,41,F,171.8,86.4,27.32,37.18,24.1,22.43,58.32,56.01,8.98,13.07,45.53,76.64,1.78,15.46,0.0,7.84,32.35,61.3,12.2,13.55,1,64.29,1,1,1,4,1,5.0,1,10.0,1,4,5.0,69.52,26.06,10.52,100.0,48.61,69.52,10.52,91.87,1.42,70.99,none,1,210.14,84.81
105,39,M,182.6,96.2,64.62,42.18,58.28,72.84,78.06,52.12,41.51,26.46,34.95,66.25,7.92,25.33,24.46,28.5,8.43,70.78,1.53,23.64,1,38.02,0,1,0,0,1,2.54,1,4.8,1,8,5.5,23.57,46.49,16.88,45.22,79.78,23.57,16.88,65.71,4.58,68.57,none,1,150.19,65.1
106,39,M,184.2,101.3,88.94,59.64,88.14,92.55,72.49,76.91,73.09,56.89,70.2,18.69,4.56,9.43,13.57,18.21,53.76,68.98,41.93,60.5,1,48.34,1,1,0,0,1,3.34,1,6.5,0,1,4.67,78.63,54.12,25.2,63.12,35.02,78.63,25.2,59.07,2.0,71.21,none,1,220.57,85.24
107,43,F,180.0,87.3,51.96,30.38,47.03,56.69,59.49,55.7,39.01,51.3,100.0,79.96,0.61,26.3,33.03,42.41,29.93,57.44,37.19,50.3,0,0.0,1,1,0,0,0,0.0,1,6.07,0,3,3.55,31.36,33.33,12.3,58.66,19.69,31.36,12.3,84.11,0.35,71.69,none,1,189.04,89.98
108,32,M,192.0,105.0,86.67,16.52,71.49,79.67,35.8,21.45,31.94,55.41,67.32,53.51,3.16,16.08,4.14,15.9,59.17,28.6,1.07,57.06,1,31.21,1,1,0,0,0,0.0,1,9.38,1,6,5.5,21.37,31.26,19.72,93.43,100.0,85.47,19.72,76.23,1.66,62.68,darkness,0,189.21,69.26
109,40,F,164.5,79.8,26.46,66.28,19.41,28.58,77.79,88.42,23.32,22.87,82.2,26.98,0.82,50.26,31.01,35.85,61.89,72.94,14.85,21.11,0,0.0,0,1,0,0,1,2.47,0,0.0,0,1,5.5,75.12,31.41,9.79,43.82,81.74,75.12,9.79,86.45,0.14,71.75,none,1,154.63,63.16
110,37,F,179.2,104.7,76.97,34.29,74.09,68.83,71.37,45.88,34.29,13.54,16.99,30.21,8.41,41.18,54.76,56.89,2.83,64.91,0.69,14.88,0,0.0,0,0,0,0,0,0.0,0,0.0,1,0,5.5,14.13,39.36,19.29,16.27,78.66,14.13,19.29,71.63,4.34,66.42,none,0,107.28,43.88
111,36,F,180.8,100.8,55.69,19.11,66.49,54.41,45.16,43.24,25.79,31.01,50.66,75.21,21.1,23.25,26.77,28.73,14.82,35.74,2.54,33.01,0,0.0,0,0,0,0,0,0.0,0,0.0,0,2,5.5,17.22,50.1,33.71,26.8,71.08,28.7,33.71,56.3,11.4,62.19,none,0,137.3,50.96
112,30,F,173.0,80.5,39.88,16.54,36.56,43.18,11.69,82.89,32.38,18.68,25.75,12.42,0.22,24.48,29.07,34.77,22.56,18.19,10.48,10.51,0,0.0,1,0,1,2,1,2.73,0,0.0,0,1,2.11,80.94,16.93,0.15,49.52,23.73,80.94,0.15,104.68,0.15,72.5,none,1,161.81,65.57
113,19,F,159.9,60.1,10.47,9.94,15.96,4.71,31.09,42.21,5.55,1.0,46.63,31.89,24.62,27.2,22.27,26.69,9.6,22.46,7.77,4.88,1,19.1,0,1,0,0,0,0.0,0,0.0,1,8,5.5,21.32,28.47,18.69,49.83,37.8,21.32,18.69,87.58,2.23,69.76,none,1,104.01,47.56
114,36,M,178.1,94.2,53.02,46.84,55.18,31.88,55.59,81.01,49.12,20.27,35.48,67.53,11.17,10.27,6.61,9.35,15.64,51.13,7.66,23.66,1,41.9,0,1,1,3,1,3.54,1,6.91,1,7,5.5,37.91,66.71,57.28,67.48,51.74,37.91,57.28,43.34,3.88,69.62,flooding,1,181.52,73.06
115,32,M,175.0,92.3,51.19,42.98,57.27,52.85,48.56,75.36,41.76,33.13,65.7,88.05,15.8,17.02,28.94,30.23,58.76,43.41,47.86,33.8,0,0.0,0,1,0,0,0,0.0,0,0.0,0,5,5.43,89.77,50.87,43.48,18.2,13.01,89.77,43.48,63.17,6.09,71.53,none,1,235.26,85.16
116,22,M,179.0,74.6,49.62,1.0,39.09,47.46,9.74,29.86,17.46,7.84,12.95,78.59,46.59,31.78,22.81,26.22,1.87,5.53,0.14,6.17,0,0.0,0,0,0,0,1,2.43,0,0.0,0,8,5.5,15.4,74.44,47.9,42.79,99.38,15.4,47.9,25.41,12.95,48.41,none,0,21.65,14.57
117,28,F,170.6,84.4,44.43,13.94,36.22,21.93,25.74,73.22,38.13,24.55,60.27,18.12,5.05,40.19,47.17,50.91,25.47,18.7,14.98,26.31,0,0.0,0,0,0,0,0,0.0,0,0.0,0,7,4.76,42.88,21.56,11.45,28.38,30.5,42.88,11.45,98.32,0.58,71.88,flooding,0,144.02,56.9
118,44,F,163.5,78.6,21.53,53.36,13.34,18.54,83.85,69.77,14.64,14.78,95.55,25.29,1.18,39.56,28.43,33.82,34.1,79.17,18.35,15.99,1,42.05,1,0,1,2,1,2.69,1,5.12,0,1,5.5,36.1,29.08,17.1,48.68,52.14,36.1,17.1,87.9,0.69,70.64,none,1,155.78,72.54
119,33,F,174.9,84.3,47.07,26.17,36.34,52.64,39.61,52.93,17.81,17.23,47.11,77.21,22.12,30.91,31.72,34.44,14.69,29.84,3.96,19.2,1,15.91,0,1,0,0,1,1.85,0,0.0,0,8,5.5,34.12,26.25,15.2,29.96,57.26,34.12,15.2,89.57,8.89,69.3,none,1,144.48,58.58
120,29,M,181.7,91.6,67.51,20.44,62.82,72.18,36.08,42.74,31.72,18.33,30.95,63.88,18.53,17.74,13.62,18.85,11.15,36.4,1.46,23.59,1,32.91,1,0,1,3,1,3.46,1,6.75,0,4,5.5,32.14,29.53,10.06,65.76,75.57,32.14,10.06,85.88,6.8,69.36,none,1,141.66,57.93
121,25,M,161.5,75.9,29.38,7.92,23.31,28.91,23.05,33.51,9.17,11.25,55.13,12.98,5.9,23.97,14.28,15.98,27.94,24.8,2.85,13.69,0,0.0,0,0,0,0,0,0.0,1,4.04,0,7,5.5,51.29,58.45,26.32,37.31,68.73,51.29,26.32,48.75,3.16,63.67,flooding,1,65.55,38.71
122,43,M,180.5,87.0,60.3,49.75,52.15,66.64,67.72,61.13,43.05,46.33,73.81,64.31,8.48,43.7,65.38,67.98,25.97,58.4,21.39,47.11,0,0.0,0,0,0,0,0,0.0,0,0.0,0,8,5.5,34.41,35.94,31.78,16.59,35.16,34.41,31.78,78.98,1.93,69.78,none,0,159.28,72.96
123,52,M,183.1,105.0,81.99,73.9,80.2,79.64,90.03,70.65,57.56,63.65,70.05,51.04,6.74,42.02,60.46,66.73,39.63,83.4,11.0,60.34,0,0.0,1,1,1,2,1,2.04,0,0.0,1,2,5.5,33.44,62.98,45.25,34.12,73.54,55.73,45.25,45.26,2.98,65.75,none,1,167.54,65.99
124,34,M,172.0,95.3,49.67,25.85,37.04,41.14,41.37,54.74,30.17,43.72,91.38,10.59,0.89,26.62,16.14,28.71,31.33,46.16,18.98,42.99,1,40.21,0,1,1,3,1,4.08,1,8.06,1,0,3.75,35.0,58.62,13.87,79.58,37.52,35.0,13.87,53.39,0.19,70.67,none,1,186.56,72.52
125,37,F,165.2,86.0,31.5,8.56,28.4,30.55,69.56,16.87,3.58,21.25,53.81,64.59,9.76,17.04,13.83,21.6,40.03,66.92,19.42,15.65,1,56.96,1,0,1,3,1,3.82,1,7.51,1,1,4.77,71.82,32.94,20.48,73.75,21.59,71.82,20.48,82.42,3.79,69.78,none,1,186.75,81.98
126,26,M,184.3,91.9,81.74,1.0,70.69,77.34,15.27,33.91,35.45,41.27,59.57,48.65,31.49,29.35,49.85,56.82,27.96,7.41,20.18,39.25,0,0.0,0,0,0,0,1,2.35,0,0.0,0,3,5.5,53.35,47.96,47.96,41.17,12.6,53.35,47.96,65.11,27.52,69.81,none,1,146.9,57.89
127,44,F,187.9,105.0,74.93,61.34,67.91,42.22,92.96,63.4,54.11,45.68,53.3,41.49,5.76,30.96,18.79,31.86,35.23,90.66,6.86,47.0,1,75.98,0,1,1,3,0,0.0,1,7.88,1,7,5.5,60.49,71.75,47.51,77.67,80.54,60.49,47.51,33.91,3.52,61.9,flooding,1,173.26,66.61
128,26,M,162.3,77.7,28.55,9.36,13.29,23.92,22.31,74.98,23.09,16.56,61.66,46.52,4.45,47.27,31.65,33.47,31.1,17.28,0.85,13.81,0,0.0,0,0,0,0,0,0.0,0,0.0,1,8,5.5,53.92,75.3,31.66,22.3,100.0,53.92,31.66,31.69,2.91,65.34,none,0,90.32,42.05
129,22,M,177.1,87.4,54.27,6.95,48.39,57.18,13.61,36.32,28.86,33.33,56.87,41.76,13.38,23.93,23.67,27.81,39.84,8.53,4.95,30.37,1,9.37,0,1,0,0,1,2.6,0,0.0,0,0,5.5,71.23,46.2,35.78,46.66,54.54,71.23,35.78,61.82,4.53,63.87,none,0,115.74,42.95
130,39,M,195.0,102.2,90.65,42.57,86.78,80.22,75.43,49.93,48.26,42.38,50.04,84.64,13.17,2.59,1.14,4.18,19.48,68.8,4.66,46.13,0,0.0,1,0,1,4,1,4.69,1,9.34,1,4,5.5,37.37,26.48,11.89,93.01,66.87,37.37,11.89,89.83,7.04,69.73,none,1,216.49,84.0
131,48,F,185.7,105.0,77.01,32.19,84.8,80.85,58.03,52.33,42.93,70.81,81.76,37.64,0.81,13.4,16.43,25.23,25.91,59.76,23.9,71.23,1,46.69,1,1,1,3,1,3.78,1,7.42,1,3,3.05,30.39,97.11,15.04,72.83,30.0,30.39,15.04,8.39,0.51,70.86,none,1,231.38,84.3
132,44,F,166.4,87.1,40.28,23.26,31.93,28.04,85.23,28.1,8.18,21.99,68.06,88.79,8.38,8.97,0.0,5.45,39.89,77.06,13.27,21.98,1,84.9,1,1,1,4,1,5.0,1,10.0,1,1,5.15,62.97,47.53,23.56,100.0,42.7,62.97,23.56,63.2,1.26,67.06,none,1,200.2,87.62
133,44,F,162.8,68.6,17.06,62.74,12.55,10.78,85.94,63.43,7.76,5.43,72.66,41.72,2.71,21.47,26.92,35.34,55.16,84.54,60.01,7.45,1,55.35,1,1,0,0,0,0.0,1,6.29,1,0,2.79,74.41,22.65,6.84,60.99,9.5,74.41,6.84,97.6,1.65,72.33,none,1,227.52,93.11
134,39,M,181.5,97.6,67.72,41.43,59.4,65.18,86.78,51.42,41.93,15.94,39.43,20.4,34.14,8.92,4.57,7.25,11.49,53.33,1.06,18.65,1,62.4,1,0,1,3,1,3.86,1,7.59,1,2,5.5,23.41,20.82,19.31,74.61,90.5,39.02,19.31,92.59,24.34,66.88,none,1,118.74,38.83
135,34,M,184.2,94.6,71.06,12.09,62.89,72.43,21.98,48.21,29.05,49.0,67.58,46.75,4.04,9.66,3.43,7.55,46.32,26.39,1.83,47.96,1,27.4,0,1,1,4,1,4.36,0,0.0,1,end,5.5,65.25,48.77,21.08,85.73,88.69,65.25,21.08,60.13,1.33,65.06,trap_exit,0,143.61,61.86
136,24,M,181.3,98.5,76.69,31.96,72.28,81.06,44.42,64.65,39.79,38.08,42.87,53.77,8.32,30.14,29.49,39.39,17.26,35.04,3.04,35.97,0,0.0,1,0,0,0,1,3.32,1,6.45,1,2,5.5,21.88,3.89,1.9,62.67,68.16,36.47,1.9,119.77,3.69,72.15,none,1,132.88,65.06
137,39,F,179.1,89.4,69.31,37.36,54.18,58.5,45.13,74.35,42.28,32.77,48.38,34.0,0.69,23.27,5.62,16.61,27.76,54.11,3.83,27.86,1,51.96,0,1,1,4,1,4.58,1,9.12,0,4,4.89,61.99,42.04,3.84,90.72,77.39,61.99,3.84,73.99,0.16,71.93,none,1,157.79,66.2
138,41,M,174.1,94.4,46.61,47.12,37.55,46.14,70.67,89.05,41.78,35.72,71.76,34.85,8.83,31.26,19.71,26.87,35.42,59.24,9.0,34.79,0,0.0,1,0,1,3,1,3.4,1,6.63,1,6,5.5,12.32,26.29,17.27,64.48,68.53,49.29,17.27,91.26,3.71,70.72,darkness,1,140.84,66.12
139,40,F,167.7,90.2,27.81,44.8,13.69,24.77,74.2,56.62,21.2,7.55,39.08,80.06,11.48,41.62,27.88,31.77,28.36,60.76,3.68,10.09,1,31.82,1,0,1,2,0,0.0,0,0.0,1,2,5.5,47.52,42.28,33.79,41.13,78.52,79.21,33.79,66.15,5.18,64.06,none,0,99.29,53.15
140,41,F,162.6,82.8,20.59,38.07,21.15,30.36,62.83,73.09,19.9,13.72,51.58,46.59,8.79,22.72,1.19,10.74,22.05,57.78,8.95,11.17,1,63.72,1,1,0,0,1,4.89,1,9.77,1,end,5.5,45.84,63.78,38.84,97.57,52.53,45.84,38.84,45.62,0.74,67.79,trap_exit,1,153.43,67.7
141,45,M,186.2,102.6,62.83,64.18,62.56,63.03,72.82,78.84,53.08,50.05,72.7,81.52,1.53,3.18,2.65,5.49,6.03,82.07,24.48,49.02,1,71.68,0,1,1,4,1,4.29,1,8.5,1,end,2.85,8.26,74.48,15.22,84.22,20.72,8.26,15.22,35.43,0.69,72.05,trap_exit,1,230.93,92.86
142,34,M,188.8,99.4,70.0,40.79,70.35,72.91,87.52,50.53,34.75,20.59,26.98,57.25,11.48,9.8,0.0,6.38,17.4,73.48,0.95,22.34,1,83.87,1,1,1,4,1,5.0,1,10.0,1,1,5.5,57.67,13.63,2.77,100.0,99.18,57.67,2.77,107.17,4.99,71.47,none,0,187.0,69.65
143,39,F,183.5,105.0,76.61,33.69,70.84,76.04,69.8,55.51,40.04,34.42,43.68,54.87,12.94,8.48,5.34,11.08,16.42,55.99,6.46,32.08,1,56.51,0,1,1,4,0,0.0,0,0.0,1,4,4.76,38.19,19.15,6.31,84.31,50.68,38.19,6.31,100.46,7.47,71.34,none,1,158.46,74.56
144,26,M,179.6,90.8,61.51,6.81,61.71,69.18,7.48,19.94,12.16,24.55,49.77,70.5,3.99,9.66,8.07,11.28,25.48,12.47,3.0,27.58,0,0.0,0,1,0,0,1,3.49,1,6.82,0,2,5.5,36.46,77.45,65.19,66.5,58.48,60.77,65.19,23.72,2.5,50.31,none,1,85.23,43.42
145,42,F,169.9,90.4,40.51,22.26,48.21,40.41,67.66,36.3,15.16,32.17,62.73,58.73,9.83,22.6,20.62,21.43,41.75,61.67,2.18,28.7,0,0.0,0,1,1,1,1,1.24,0,0.0,1,2,5.5,39.67,65.06,44.46,16.4,89.87,66.11,44.46,36.05,2.15,53.81,none,0,118.8,40.27
146,37,M,190.4,98.2,90.95,15.88,83.44,82.05,39.42,21.25,24.29,65.98,82.18,38.75,0.27,5.98,7.04,10.36,28.57,40.67,13.09,71.32,1,32.22,0,1,1,3,0,0.0,1,7.17,1,0,4.58,33.38,28.43,10.78,70.24,41.54,33.38,10.78,88.03,0.03,70.11,none,1,167.84,76.77
147,36,M,184.9,102.2,80.07,14.49,71.15,85.62,53.66,22.64,19.08,54.57,72.12,93.73,16.13,24.0,24.92,30.79,45.09,45.92,1.59,56.38,0,0.0,1,1,1,3,1,2.93,1,5.64,1,5,5.5,63.88,38.34,31.4,54.11,92.17,63.88,31.4,62.67,13.38,56.62,none,0,110.52,52.18
148,25,M,172.9,79.5,53.92,11.08,33.49,54.17,13.84,68.23,24.66,13.28,29.61,12.05,5.36,40.37,0.0,16.97,9.99,16.09,0.63,15.75,0,0.0,1,1,1,4,1,5.0,1,10.0,0,4,5.5,33.09,38.54,11.77,100.0,89.05,33.09,11.77,75.67,3.71,69.49,none,1,94.45,37.09
149,44,M,172.1,101.7,54.82,21.26,51.38,61.77,59.07,42.97,22.25,39.1,70.56,47.85,7.2,39.5,42.41,47.76,52.35,56.18,9.24,39.97,1,27.23,1,1,1,2,1,2.24,0,0.0,0,0,5.5,76.1,5.76,4.02,38.66,58.53,76.1,4.02,116.41,5.23,71.43,none,1,135.37,63.43
150,26,M,175.4,74.1,33.63,6.42,28.51,37.74,36.27,30.3,10.19,1.0,7.1,54.63,6.77,31.13,1.13,13.29,0.77,33.37,0.06,0.47,1,38.38,1,1,0,0,1,4.92,1,9.83,0,1,4.78,63.03,43.86,5.07,98.17,72.46,63.03,5.07,70.64,3.9,70.65,none,0,118.08,51.43
151,30,M,177.8,88.1,45.37,9.73,37.45,51.87,32.5,28.59,5.47,34.94,44.05,30.44,12.46,35.48,11.69,20.76,18.52,29.1,0.6,24.49,1,30.11,0,1,0,0,1,4.08,1,8.05,1,8,5.5,39.35,39.03,32.39,79.52,100.0,39.35,32.39,60.5,4.29,55.12,none,0,64.44,28.47
152,32,M,189.7,101.8,83.15,13.68,75.53,83.03,42.36,43.27,34.61,31.41,31.68,92.31,11.03,22.83,21.79,35.61,14.11,37.23,2.69,30.27,1,35.22,0,1,1,3,1,3.92,1,7.72,0,1,5.29,39.58,32.1,10.76,76.02,61.92,39.58,10.76,83.1,7.16,69.51,none,1,159.61,72.56
153,35,F,155.4,72.7,9.43,13.05,6.38,13.49,19.61,68.25,16.06,13.92,80.14,89.16,1.1,42.13,3.68,14.45,76.16,14.69,3.91,12.75,0,0.0,0,1,0,0,1,4.71,1,9.39,0,0,5.5,86.94,48.34,33.88,93.61,76.46,86.94,33.88,61.39,0.66,65.99,none,0,139.79,61.55
154,43,M,195.0,105.0,99.35,57.31,89.67,97.14,72.76,68.24,67.34,73.58,66.3,41.69,3.35,9.24,13.82,18.78,10.02,73.83,12.0,67.23,1,51.64,1,1,0,0,1,3.39,1,6.6,1,4,4.81,13.93,29.87,12.36,64.26,43.36,13.93,12.36,87.89,1.45,71.41,none,1,224.11,80.01
155,42,F,166.6,87.2,38.77,11.99,37.65,36.24,64.96,14.97,1.0,19.91,47.44,56.12,8.09,36.26,37.75,43.34,10.92,64.24,8.19,15.7,1,33.26,1,1,1,2,1,2.42,1,4.54,0,end,4.5,23.57,67.13,27.54,42.56,36.79,23.57,27.54,41.08,4.38,66.35,trap_exit,0,153.44,63.84
156,33,M,172.7,76.0,38.07,16.56,19.58,45.79,26.99,37.14,8.51,22.91,78.38,61.97,4.06,45.58,0.0,16.73,26.64,27.84,2.22,31.12,0,0.0,0,1,1,4,1,5.0,1,10.0,1,1,5.5,33.87,28.47,11.84,100.0,81.88,33.87,11.84,85.27,0.49,67.83,none,1,143.3,59.09
